X_HF1,X_HF2,X_HF3,X_HF4,X_HF5,y_max_HF
1.6703269724491,2.99746529453743,4.37011180485255,3.21442822641795,2.3922939671373,12.8081758025984
2.09295300330728,1.23934420392137,1.5084526941278,4.09714338855387,1.18806388977185,22.7237193697
3.20437688004657,4.62884169810588,2.77182257688091,1.75551744324684,2.27749874679414,14.6488006571204
1.61359326876497,2.41002184279787,4.81808622313067,1.9588726078474,1.32123674452635,15.9884914241338
1.33209502004189,2.42955533958105,4.58739008754282,3.3681505125045,1.83006109563177,13.6371651674367
1.1433485130844,2.56855290381766,3.63038587045103,2.68514202217799,3.09510523532333,14.5259665634849
2.9356106552614,4.84100345674034,4.28467760970219,4.58030226970558,1.86427062800595,10.4541068386959
2.15765583110988,2.92978869708744,3.43609601326396,2.97009005071703,4.29151750999163,12.9926650611236
4.56798918386715,3.63286676957647,4.63533336451227,1.31353485021312,3.35989305692417,13.0735566883498
2.62034748838909,3.69851026535656,3.71600324577499,1.52255464663808,1.43134519698908,15.8315987764669
4.04137999884099,4.43856576812486,3.79805155335579,3.81411513202617,3.41280875516097,10.5485866677693
3.92576315479302,1.33425852752745,2.8867751465839,4.0161452310934,3.83302858149679,15.1355311172075
4.43598610181828,1.54925212674832,3.48117502041341,1.87718158076651,1.29204126854984,18.9443995740358
3.38790482009482,4.32404579274052,3.78923685804249,2.54431213472858,4.44444166177284,11.308081172947
4.80120553950078,4.86170387420385,1.43538155012306,4.6223239976077,2.24257900836581,14.4381540177337
1.22652455989812,3.75699922419495,4.75864195076984,2.9846399215479,1.69260853251461,12.5904954066817
3.55523838863871,1.83585021049284,1.67638491406078,1.66582489042169,2.53308261145543,22.2301768354898
2.90455803229329,1.85155582078502,2.55875136734975,1.58922841698331,2.86876624462466,19.3803819426731
4.34316130235627,2.74275305659633,4.13980639342018,2.04296666081286,3.8834237064986,13.0740086922213
4.40663886328387,4.98822282650438,3.14454154182962,1.56456745876842,1.94865332390861,14.1505071396612
2.01529580582785,1.43363093943482,2.61690550440845,3.01825050076629,2.90470104599081,18.0089401691049
1.75359025598482,4.18905756278213,4.4519291516612,2.00274554858147,3.91330356224029,12.0426068225052
1.46979002813384,2.7140565452434,4.93943100212675,2.27694117001544,2.49933083412958,13.749493615116
3.16386493715794,3.55009467183682,2.37817347832343,4.04042553031899,4.95978890180244,12.5366950316692
3.69356745111067,3.1827824290446,2.3408098990775,4.2352903327233,2.84358447780943,13.587216435242
1.97476230257855,2.77848670055669,2.41720651142033,2.2465166799069,3.77889491546297,16.154112517772
1.2046005018795,1.57031725354668,3.93830427631545,4.86729907205802,3.98615218325637,13.0922581664072
4.51463383768141,3.15655655275953,2.90372573514202,3.52254260855666,3.68275143047976,12.5585038782974
4.08450141540428,4.50548309778397,1.99103430142579,3.19959850242658,2.65381743239421,14.009091436026
3.26652887581644,4.0105528617873,1.1790875211721,1.14472366419596,1.1416898785224,24.0738780242098
3.62920480621814,3.09795392691609,1.55419989605304,3.41691549824574,3.72037477401193,16.2281314563524
1.41738230581596,2.0727099992748,1.37261789122514,3.29172827374688,4.17436290558235,19.9947903998757
3.74566499256797,3.07295521219262,1.6420804774484,2.45576755436825,4.20939344193903,16.7266766557339
3.40358258084037,3.50652966141325,4.71186595865166,1.77832041082747,2.4471667053884,13.2519126412686
4.72214336142078,2.26314271986789,4.87780541140667,4.70955181812383,3.8029722955119,10.647390436047
3.97351505877509,4.36724007097051,4.68695987468306,1.69388635942337,1.4605219041993,13.513115437843
2.7756085076393,2.00932125001867,1.92815348877094,4.56958304944484,1.97590091782506,17.0055501181114
4.90735012134214,4.482336671318,3.09779619584971,2.6524523162036,3.18093421888953,12.0764195280078
4.60234723163243,3.38685542937513,2.68202504690566,4.95237775962083,4.24559677977215,11.4695009738044
3.90289199087614,1.32329491943214,1.60064237433687,3.32394603626419,3.58342756416099,19.9766951380345
2.44794214206645,4.6084422469898,4.24790438375047,2.5856792510432,2.03237965104034,12.2257461861265
3.78473488113977,4.27328038925214,4.80448349743589,4.8134920897868,4.30869527982516,9.09498681112739
4.95274022234897,2.84683812104958,3.58246531590006,4.20031524863088,2.36698287176558,12.1256888151032
4.64776156940496,1.67824480664318,3.17937144312135,3.94689101366615,4.62802569347076,13.4196263272374
2.35769865706723,3.74577743564994,3.85506164824699,3.55816953862395,3.37952946736863,11.5450320369637
4.13341055090061,2.58323374818812,4.18629365409493,1.21520177843345,1.57081328194173,16.9825762442304
3.20801291254522,1.96033653673926,4.39113463732527,4.1207818817002,3.65213073570143,12.2197954430234
4.82147068504362,2.11066709605631,3.38459972287168,3.27852780839273,2.69212521828446,13.9825132466601
3.31945127215352,1.49510835554791,3.64679983273037,2.1145397359046,4.5379312111388,15.8082140871358
4.20805899010096,2.32937877818907,2.1369799192967,2.8779010603643,3.1553002743915,16.2617333287291
3.11454391986353,3.20914822697595,3.99546916376687,4.32144983718498,2.21100839401431,11.7921084095023
3.66953537894709,4.17229643379005,2.00306455796568,2.09644868899879,1.13023006719867,17.3652576235332
1.80370383830947,3.84003732368924,2.7855376365512,1.63727169391318,4.50362956523078,14.6161870168049
2.98989922700103,4.65650372360293,3.33631151942245,3.16201928136077,1.61823455807699,12.7414204303738
3.80493106337046,3.59070123652851,4.07153456501082,3.96842070223046,2.5852789864414,11.2829850474823
1.60008625884199,4.80166523849256,2.64972364254086,4.44444664043957,4.91146917178436,11.2551707327613
2.27744161704378,1.73984156097556,4.52130554524993,4.7316919533206,1.56075658421744,13.3524614990594
2.52589406807866,3.4185003662702,1.39052417818674,4.98793116335038,3.06179422274342,15.9880628230127
1.88641317346443,2.66791831142829,3.90326860992942,4.39686809676683,4.07518335065497,11.7518312017488
1.12575348411696,3.79220914010702,2.21677754194898,2.74406633226394,3.62109329887201,15.0294330228549
2.11844741959175,1.39556731119721,4.02964594320824,2.17703892761922,1.9098867600952,17.833810621305
4.86533762970574,4.94021989154864,1.87372489503471,2.42338581011766,1.49310578271434,15.6596728665922
1.78455559823421,2.1216723479897,1.78869483969129,1.91264707993357,2.04362978935066,21.7782690422608
3.33225779064932,1.92179282472742,1.69039743819167,2.48401640231682,3.44251065297697,19.438218396284
4.27135732504634,4.90133702259195,2.96108302832781,2.35067533132406,4.03806289550803,11.9844080450584
4.30644214106305,4.55659503111951,1.28607318942156,1.28606098929733,2.80313598565678,19.4032729507854
1.2656391053124,4.07769650060223,3.71253028219602,4.78618908398214,2.13210191926078,11.4002367285296
